pseudo	target_pseudo	common_tweet	common_ngram
Rakiko_Hime	RhoddeNathalie	6	81
RaldaEsmee	conspjustice	6	72
RDelinfo	YvesGrand2	6	90
Reacdirect	babibelle33	6	104
Reacdirect	conspjustice	6	120
rebrunornc64	conspjustice	6	81
reseau_internat	belindageoly	6	95
reseau_internat	Krieger66362259	6	116
resonanzen	LevyLoiseau	6	113
resonanzen	Moutonenrages	6	101
RetourMarina	MouradSarroub	6	84
RhoddeNathalie	Rakiko_Hime	6	81
robertleblondo	Planetes360	6	110
RosaU07994539	conspjustice	6	94
rotciv1003	conspjustice	6	94
sb_anonyme	Nicotenn37	6	128
schopges	bou_philippe	6	66
schopges	JJKer3	6	86
schopges	LevyLoiseau	6	94
steffvenere	daventure1	6	71
steffvenere	ninix35540	6	66
sunuker_com	Barberis888	6	88
sunuker_com	carcajou76865	6	91
sunuker_com	laizet2	6	87
tambour2003	conspjustice	6	90
tambour2003	DrGhadaYafi	6	90
tambour2003	edira2	6	78
tambour2003	FranceL69839843	6	90
tambour2003	jsp1963	6	116
tambour2003	LevyLoiseau	6	94
TDvir	Barberis888	6	66
Thaghost33	DAmatoArmelle	6	94
Thaghost33	DrGhadaYafi	6	78
Thaghost33	ExoPortail	6	85
Thaghost33	FranceL69839843	6	78
Thaghost33	jsp1963	6	83
Thaghost33	Kernunnos	6	78
Thaghost33	Patrice_0311	6	96
thalassa2008	AkDruCap	6	114
thalassa2008	belindageoly	6	66
thalassa2008	Gowron_Khar	6	90
thalassa2008	JesseCRAIGNOU	6	120
thalassa2008	JoelGelanor	6	102
thalassa2008	leblogALupus	6	66
thalassa2008	MouslimAli	6	142
thalassa2008	nixiane	6	120
thalassa2008	Planete72	6	142
thalassa2008	TwittL12	6	140
theoditalia	conspjustice	6	84
TiensTiens8	conspjustice	6	94
tonnerre2021	Barberis888	6	66
tradefutur	jmlibessart62	6	156
tradefutur	Kernunnos	6	107
TwittL12	babibelle33	6	118
TwittL12	thalassa2008	6	140
Uston76	conspjustice	6	94
veroni	conspjustice	6	94
VeroniqueBlan20	conspjustice	6	94
virof1	laizet2	6	118
vivavalval	conspjustice	6	94
wantedinfo1974	LevyLoiseau	6	111
webzapping	mediatique	6	182
xelibris	leblogALupus	6	154
ycelesti	Planetes360	6	82
YvesGrand2	DocteurGonzo4	6	192
YvesGrand2	EbenYaakov	6	186
YvesGrand2	Enjolras_Hugo	6	132
YvesGrand2	js158855	6	162
YvesGrand2	NaphtalineLeBon	6	126
YvesGrand2	RDelinfo	6	90
0Vasil	Thaghost33	5	71
2022_pour	elokar59d	5	55
abchilamri	LevyLoiseau	5	102
ADuferret	LevyLoiseau	5	76
ADuferret	millavart	5	85
ADuferret	ycelesti	5	67
AfpFactuel	afpfr	5	157
afpfr	AfpFactuel	5	157
Alvisyma	GeneviveCaron18	5	141
amarycarmen1	marielenbenede	5	142
amarycarmen1	MARTELCharles13	5	142
Annassiri2	LevyLoiseau	5	94
babibelle33	BaufMalou	5	84
babibelle33	Danygo97	5	73
babibelle33	fulberti_laving	5	75
babibelle33	laizet2	5	71
babibelle33	loindevant	5	71
Barberis888	BEARNAIS69	5	66
Barberis888	chrisfrayt	5	106
Barberis888	FranceRsistanc1	5	78
Barberis888	JahardF	5	102
Barberis888	JANVIERClaude1	5	70
Barberis888	ZayUma	5	95
Bartolijacques	MouslimAli	5	60
BaufMalou	babibelle33	5	84
BEARNAIS69	Barberis888	5	66
belindageoly	carcajou76865	5	67
belindageoly	jsp1963	5	108
belindageoly	Kamalstar1979	5	65
belindageoly	LevyLoiseau	5	90
bernardrobert_	jmlibessart62	5	153
BRivarel	laizet2	5	94
carcajou76865	belindageoly	5	67
carcajou76865	Danygo97	5	72
carcajou76865	languillem	5	66
carcajou76865	LuckyLu32431232	5	97
carcajou76865	pedromido67	5	73
carcajou76865	reseau_internat	5	69
carolyonne89	LevyLoiseau	5	94
ChantalDesbros4	Rakiko_Hime	5	125
CharhiJalel	lavenircnous	5	75
Charlin16220356	RetourMarina	5	76
cherielle100	Kernunnos	5	85
chrisfrayt	Barberis888	5	106
chrisfrayt	ExoPortail	5	105
chrisfrayt	IOANIDIS1	5	98
chrisfrayt	jsp1963	5	116
christophe_1966	RetourMarina	5	76
clobala2	FayalHouari1	5	133
CNEWS	Limportant_fr	5	66
CogiitoCom	kittylt	5	104
conspjustice	edira2	5	70
conspjustice	Jdd_MOUTSINGA	5	99
conspjustice	jfphilos	5	55
conspjustice	JJKer3	5	72
conspjustice	MegaSweatheart	5	105
conspjustice	Othman28800	5	72
conspjustice	ZayUma	5	85
Costes_Olivier	jsp1963	5	127
DAmatoArmelle	xelibris	5	79
Danygo97	babibelle33	5	73
Danygo97	carcajou76865	5	72
Danygo97	Kamalstar1979	5	69
DemeulenaereO	FritzHelmut3	5	75
DespaigneElyane	Kamalstar1979	5	81
DespaigneElyane	LevyLoiseau	5	93
DespaigneElyane	reseau_internat	5	83
Disciple2Dieu	PERLOU55	5	82
DocteurGonzo4	LevyLoiseau	5	112
dollyragot	Rakiko_Hime	5	71
DOMINIQUEJAMAIS	LevyLoiseau	5	60
DOMINIQUEJAMAIS	steffvenere	5	60
ecureuil1065	Kamalstar1979	5	96
ecureuil1065	laizet2	5	84
ecureuil1065	reseau_internat	5	98
edira2	conspjustice	5	70
edira2	jsp1963	5	109
edira2	Kernunnos	5	70
edira2	laizet2	5	110
elokar59d	2022_pour	5	55
Esprit10Libre	marielenbenede	5	142
Esprit10Libre	MARTELCharles13	5	142
ExoPortail	chrisfrayt	5	105
ExoPortail	IOANIDIS1	5	78
ExoPortail	Rakiko_Hime	5	94
ExoPortail	RetourMarina	5	70
ExoPortail	tambour2003	5	101
Expansion69	marielenbenede	5	134
Expansion69	MARTELCharles13	5	134
FayalHouari1	clobala2	5	133
Fn92Chatillon	jmlibessart62	5	153
FrancePelletie9	jmlibessart62	5	143
FranceRsistanc1	Barberis888	5	78
FranceRsistanc1	jmlibessart62	5	153
FranceRsistanc1	loindevant	5	72
Frg05815731	jmlibessart62	5	153
FritzHelmut3	DemeulenaereO	5	75
fulberti_laving	babibelle33	5	75
fulberti_laving	jsp1963	5	77
fulberti_laving	laizet2	5	80
g_beauregard51	jmlibessart62	5	153
ganga2410	LevyLoiseau	5	88
generalklaus1	TDvir	5	85
GeneviveCaron18	Alvisyma	5	141
GeneviveCaron18	ZonefrC	5	107
herve_ferrant	janyabadi	5	77
herve_ferrant	Rakiko_Hime	5	74
Humanite_Danger	steffvenere	5	59
IOANIDIS1	chrisfrayt	5	98
IOANIDIS1	ExoPortail	5	78
IOANIDIS1	jsp1963	5	106
IOANIDIS1	Kernunnos	5	93
IOANIDIS1	RegisFaguelin	5	105
IOANIDIS1	Thaghost33	5	71
IrishCo82996599	YAR31753160	5	80
JahardF	Barberis888	5	102
JahardF	jsp1963	5	122
JANVIERClaude1	Barberis888	5	70
janyabadi	herve_ferrant	5	77
Jdd_MOUTSINGA	conspjustice	5	99
jeannick_odier	LevyLoiseau	5	104
jeannick_odier	reseau_internat	5	103
JeanSimple2	RetourMarina	5	76
JEMINFORMETV	jsp1963	5	65
JEMINFORMETV	Rakiko_Hime	5	59
jfphilos	conspjustice	5	55
JJKer3	conspjustice	5	72
JJKer3	loindevant	5	79
JJKer3	Rakiko_Hime	5	75
jmlibessart62	bernardrobert_	5	153
jmlibessart62	Fn92Chatillon	5	153
jmlibessart62	FrancePelletie9	5	143
jmlibessart62	FranceRsistanc1	5	153
jmlibessart62	Frg05815731	5	153
jmlibessart62	g_beauregard51	5	153
jmlibessart62	KimuraKatia	5	153
jmlibessart62	LJCAubin	5	153
jmlibessart62	MichelPerrin01	5	143
jmlibessart62	papicky	5	131
jmlibessart62	schopges	5	153
jmlibessart62	tipoy971	5	153
jmlibessart62	tong_isabelle	5	153
JoelGelanor	nixiane	5	87
jsp1963	belindageoly	5	108
jsp1963	chrisfrayt	5	116
jsp1963	Costes_Olivier	5	127
jsp1963	edira2	5	109
jsp1963	fulberti_laving	5	77
jsp1963	IOANIDIS1	5	106
jsp1963	JahardF	5	122
jsp1963	JEMINFORMETV	5	65
jsp1963	Krieger66362259	5	98
jsp1963	RetourMarina	5	76
Kamalstar1979	belindageoly	5	65
Kamalstar1979	Danygo97	5	69
Kamalstar1979	DespaigneElyane	5	81
Kamalstar1979	ecureuil1065	5	96
Kamalstar1979	laizet2	5	82
Kernunnos	cherielle100	5	85
Kernunnos	edira2	5	70
Kernunnos	IOANIDIS1	5	93
Kernunnos	laizet2	5	72
Kernunnos	languillem	5	82
Kernunnos	Reacdirect	5	97
Kernunnos	xelibris	5	76
kha_zeli	loindevant	5	74
KimuraKatia	jmlibessart62	5	153
kittylt	CogiitoCom	5	104
kittylt	marielenbenede	5	142
kittylt	MARTELCharles13	5	142
kittylt	philippejandrok	5	104
Krieger66362259	jsp1963	5	98
Krieger66362259	loindevant	5	90
Krieger66362259	Rakiko_Hime	5	89
Krieger66362259	thalassa2008	5	66
Krieger66362259	xelibris	5	87
laizet2	babibelle33	5	71
laizet2	BRivarel	5	94
laizet2	ecureuil1065	5	84
laizet2	edira2	5	110
laizet2	fulberti_laving	5	80
laizet2	Kamalstar1979	5	82
laizet2	Kernunnos	5	72
laizet2	Redragon974	5	86
laizet2	ROYChri74169214	5	104
laizet2	steffvenere	5	78
laizet2	Thaghost33	5	70
laizet2	xelibris	5	109
languillem	carcajou76865	5	66
languillem	Kernunnos	5	82
languillem	LevyLoiseau	5	89
LantierPatrick	RetourMarina	5	76
laurent_daniel	Resistance_R	5	70
laurent_daniel	ZOREIL1945	5	72
lavenircnous	CharhiJalel	5	75
LeParrainMahrez	Rakiko_Hime	5	115
LevyLoiseau	abchilamri	5	102
LevyLoiseau	ADuferret	5	76
LevyLoiseau	Annassiri2	5	94
LevyLoiseau	belindageoly	5	90
LevyLoiseau	carolyonne89	5	94
LevyLoiseau	DespaigneElyane	5	93
LevyLoiseau	DocteurGonzo4	5	112
LevyLoiseau	DOMINIQUEJAMAIS	5	60
LevyLoiseau	ganga2410	5	88
LevyLoiseau	jeannick_odier	5	104
LevyLoiseau	languillem	5	89
LevyLoiseau	LilaSolovski	5	132
LevyLoiseau	MouslimAli	5	72
LevyLoiseau	Padraig41311678	5	84
LevyLoiseau	sunuker_com	5	83
LevyLoiseau	tradefutur	5	70
LevyLoiseau	veritebeaute	5	65
LilaSolovski	LevyLoiseau	5	132
Limportant_fr	CNEWS	5	66
LJCAubin	jmlibessart62	5	153
loindevant	babibelle33	5	71
loindevant	FranceRsistanc1	5	72
loindevant	JJKer3	5	79
loindevant	kha_zeli	5	74
loindevant	Krieger66362259	5	90
loindevant	pedromido67	5	94
loindevant	schopges	5	78
loindevant	thalassa2008	5	66
LuckyLu32431232	carcajou76865	5	97
marielenbenede	amarycarmen1	5	142
marielenbenede	Esprit10Libre	5	142
marielenbenede	Expansion69	5	134
marielenbenede	kittylt	5	142
marielenbenede	schopges	5	153
MARTELCharles13	amarycarmen1	5	142
MARTELCharles13	Esprit10Libre	5	142
MARTELCharles13	Expansion69	5	134
MARTELCharles13	kittylt	5	142
mayasdolly	MouslimAli	5	64
mcdsp1968	RetourMarina	5	76
MegaSweatheart	conspjustice	5	105
MichelPerrin01	jmlibessart62	5	143
millavart	ADuferret	5	85
millavart	ycelesti	5	67
MouslimAli	Bartolijacques	5	60
MouslimAli	LevyLoiseau	5	72
MouslimAli	mayasdolly	5	64
nixiane	JoelGelanor	5	87
nixiane	Reacdirect	5	80
Othman28800	conspjustice	5	72
Othman28800	Rakiko_Hime	5	77
Padraig41311678	LevyLoiseau	5	84
Padraig41311678	pedromido67	5	76
papicky	jmlibessart62	5	131
pedromido67	carcajou76865	5	73
pedromido67	loindevant	5	94
pedromido67	Padraig41311678	5	76
PERLOU55	Disciple2Dieu	5	82
pg837	Rakiko_Hime	5	125
phantoma_s	Rakiko_Hime	5	115
philippejandrok	kittylt	5	104
PierreBourdon7	Rakiko_Hime	5	125
Rakiko_Hime	ChantalDesbros4	5	125
Rakiko_Hime	dollyragot	5	71
Rakiko_Hime	ExoPortail	5	94
Rakiko_Hime	herve_ferrant	5	74
Rakiko_Hime	JEMINFORMETV	5	59
Rakiko_Hime	JJKer3	5	75
Rakiko_Hime	Krieger66362259	5	89
Rakiko_Hime	LeParrainMahrez	5	115
Rakiko_Hime	Othman28800	5	77
Rakiko_Hime	pg837	5	125
Rakiko_Hime	phantoma_s	5	115
Rakiko_Hime	PierreBourdon7	5	125
Rakiko_Hime	RegisFaguelin	5	110
Rakiko_Hime	rere2763hamy	5	125
Rakiko_Hime	Spirite21	5	89
Rakiko_Hime	Val1Stenchon	5	125
Reacdirect	Kernunnos	5	97
Reacdirect	nixiane	5	80
Redragon974	laizet2	5	86
RegisFaguelin	IOANIDIS1	5	105
RegisFaguelin	Rakiko_Hime	5	110
rere2763hamy	Rakiko_Hime	5	125
reseau_internat	carcajou76865	5	69
reseau_internat	DespaigneElyane	5	83
reseau_internat	ecureuil1065	5	98
reseau_internat	jeannick_odier	5	103
Resistance_R	laurent_daniel	5	70
RetourMarina	Charlin16220356	5	76
RetourMarina	christophe_1966	5	76
RetourMarina	ExoPortail	5	70
RetourMarina	JeanSimple2	5	76
RetourMarina	jsp1963	5	76
RetourMarina	LantierPatrick	5	76
RetourMarina	mcdsp1968	5	76
ROYChri74169214	laizet2	5	104
schopges	jmlibessart62	5	153
schopges	loindevant	5	78
schopges	marielenbenede	5	153
Spirite21	Rakiko_Hime	5	89
steffvenere	DOMINIQUEJAMAIS	5	60
steffvenere	Humanite_Danger	5	59
steffvenere	laizet2	5	78
sunuker_com	LevyLoiseau	5	83
tambour2003	ExoPortail	5	101
TDvir	generalklaus1	5	85
Thaghost33	0Vasil	5	71
Thaghost33	IOANIDIS1	5	71
Thaghost33	laizet2	5	70
thalassa2008	Krieger66362259	5	66
thalassa2008	loindevant	5	66
tipoy971	jmlibessart62	5	153
tong_isabelle	jmlibessart62	5	153
tradefutur	LevyLoiseau	5	70
Val1Stenchon	Rakiko_Hime	5	125
veritebeaute	LevyLoiseau	5	65
xelibris	DAmatoArmelle	5	79
xelibris	Kernunnos	5	76
xelibris	Krieger66362259	5	87
xelibris	laizet2	5	109
YAR31753160	IrishCo82996599	5	80
ycelesti	ADuferret	5	67
ycelesti	millavart	5	67
ZayUma	Barberis888	5	95
ZayUma	conspjustice	5	85
ZonefrC	GeneviveCaron18	5	107
ZOREIL1945	laurent_daniel	5	72
